Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copie-de-concombre-bio-500g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_7e2718e8-0454-4690-8b20-d8d4dcbaaf50.jpg?v=1628944700,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-groseille-peyi-bio-250g,Groseille peyi bio 500g,"Connu aussi sous le nom de bissap, l'hibiscus arrive au cours du 17e siècle aux Antilles. Cet incontournable des fêtes de fin d'année se dégustera en sirop ou en confiture.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/thierry-jean"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Ferme du morne Capot,,Plante,"Frais, Noël",false,Poids,500g,,,,,"",0.0,shopify,927,deny,manual,4.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_63432b38-2d65-49b3-afa3-05544525cf60.jpg?v=1607282867,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
copie-de-groseille-peyi-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Groseille-peyi-bio-Martinique-Ecologie-agroecologie-agriculture-bio_bc3254f1-a3ea-4028-bc3a-cc9c99473f76.jpg?v=1607282850,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-groseille-peyi-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Groseille-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local_af3a88f4-2150-4ff3-b8e0-93b9deafa431.jpg?v=1607282850,3,Groseille peyi bio 250g Background,,,,,,,,,,,,,,,,,,,,,
oignon-peyi-madere-bio-100g,Oignon péyi Madère bio 100g,Oignon pays ou ciboule.,Le Safoutier,,épice,"Bio, Catégorie_Plantes, Plante",false,Poids,100g,,,,,"",0.0,shopify,7,deny,manual,1.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/s-l300.jpg?v=1604861075,1,,false,,,,,,,,,,,,,,,,,kg,,1.00,active
oignon-peyi-madere-bio-100g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/I-Autre-22522_1200x1200-ciboule-commune-rouge-nt.net.jpg?v=1604861075,2,,,,,,,,,,,,,,,,,,,,,,
gombos-500-g-1,Gombos 500g,"",Le Safoutier,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,500g,,,,,,0.0,shopify,5,deny,manual,3.60,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_0aead26f-c775-42a7-9c9a-4bfbc711468c.jpg?v=1607282711,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
gombos-500-g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/gombos_1029bc4a-c0e1-486e-abf0-41684ef86237.jpg?v=1607282711,2,,,,,,,,,,,,,,,,,,,,,,
banane-figues-pommes-1kg-1,Banane figue pomme 1kg,"Une excellente variété de banane desserte, à la forme courte et boudinée, parfaite à emporter pour un encas.",Les Jardiniers du Nord,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,1kg,,,,,"",0.0,shopify,891,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/figuespommes_54fa0053-13bd-45fe-9254-05b552c3b736.jpg?v=1643211826,1,,false,,,,,,,,,,,,,,,,,kg,,2.60,active
banane-figues-pommes-1kg-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/telechargement_7_cdad0ce8-da7d-4200-84c7-1072e002b631.jpg?v=1643211826,2,,,,,,,,,,,,,,,,,,,,,,
banane-figues-pommes-1kg-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/figuespommes2_31eee40a-75c1-4033-9d25-4cdd5ee45de1.jpg?v=1604697606,3,,,,,,,,,,,,,,,,,,,,,,
citronnelle-bio-100g,Citronnelle bio 100g,"<meta charset=""utf-8""><meta charset=""utf-8"">
<div dir=""auto"">
<meta charset=""utf-8"">
<span>Les propriétés médicinales de la citronnelle ne sont plus à prouver. Quelle soit utilisée en cuisine, pour son goût citronné ou en infusion son arôme se laisse apprécier.</span>
</div>",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante",false,Poids,Botte de 100g,,,,,"",0.0,shopify,988,deny,manual,2.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/c-308-lemongrass.jpg?v=1604516023,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
copie-de-oignon-peyi-bio-100g-1,Oignon Péyi bio 300g,Oignon pays ou ciboule.,Le Safoutier,,épice,"Bio, Catégorie_Plantes, Plante",false,Poids,1 botte de 300g,,,,,"",0.0,shopify,3,deny,manual,3.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_3242e82a-b7c5-4ee1-9f09-7dc86d297605.jpg?v=1620745905,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
copie-de-oignon-peyi-bio-100g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/ciboule_d7f5d574-f6b6-4e4d-84e0-c1b228e19838.jpg?v=1620745905,2,,,,,,,,,,,,,,,,,,,,,,
radis-bio-250g-1,Radis bio 250g,"",Ferme Bontemps Lacour,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,250g,,,,,,0.0,shopify,0,deny,manual,2.00,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/e4b208b8-58a7-4ad9-8233-2182cb5918a6_57356d2e-b852-450c-bc24-4ef7aec5f260.jpg?v=1603752238,1,,false,,,,,,,,,,,,,,,,,kg,,1.25,active
basilic-frais-bio-100g-1,Basilic frais bio 100g,"",Ferme Bontemps Lacour,,Plante,"Bio, Plante aromatique",false,Poids,Bouquet de 100g,,,,,"",0.0,shopify,988,deny,manual,1.30,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/images_04e83a18-3108-415f-b492-ec9a2b7e5163.jpg?v=1603752158,1,,false,,,,,,,,,,,,,,,,,kg,,0.80,active
basilic-frais-bio-100g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/36844930-bouquet-de-basilic-frais-bio-avec-des-gouttes-de-planche-a-decouper-d-olive-sur-fond-de-bois-rustique_b1ae658a-fd49-4fd7-b1be-dda5ba78c36c.jpg?v=1603752158,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-fruit-a-pain-bio-1-piece,Fruit à pain bio 1 pièce,"<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<span>Le </span>fruit à pain<b>, </b><span>originaire d'Océanie et largement répandu sous les tropiques, se consomme cuit et se prépare comme les pommes de terres. Il offre cependant une saveur plus fine et plus délicate, permettant aussi d'en faire de délicieuses confitures.</span>
</div>
<div>C'est un fruit énergétique riche en amidon, en vitamine C, ainsi qu'en fibres qui facilitent la digestion. Il renferme également de puissants antioxydants.</div>",Thierry Jean,,légume,"Bio, Légume, Producteurs_Thierry Jean, Thierry jean",false,Poids,1 pièce,,,,,"",0.0,shopify,902,deny,manual,2.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/240_F_273257513_v8VCuJDG4XqueBksiGDUPivCq4DU4Odq_2c53d64f-6294-47f6-8f61-e99a6c778afb.jpg?v=1603407022,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
copie-de-fruit-a-pain-bio-1-piece,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap1_96e797fd-ddcd-41d2-86be-dd4568c76d57.jpg?v=1603407022,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-fruit-a-pain-bio-1-piece,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap2_c09b8a7c-8f6b-4156-b5ff-c3e873ff5d55.jpg?v=1603407022,3,,,,,,,,,,,,,,,,,,,,,,
mix-de-fruits-seches-bio-70g,Mix de fruits séchés bio 70g,"<p>Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir. Voici un produit 100% sain et nutritif, pour vos encas et vos créations de desserts.</p>
<p> </p>
<p><strong>[IMPORTANT]</strong></p>
<p>Afin de limiter notre impact sur l'environnement, nous avons opté avec le producteur pour un nouvel emballage en papier. Veillez à bien conserver ce produit dans<span> </span><strong>un contenant hermétique</strong> (type Tupperware) pour maintenir toute sa fraicheur ! (évitez le réfrigérateur).</p>",L' Atelier des fruités,,Epicerie,Thème fruit,true,Poids,70g,,,,,"",0.0,shopify,7,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_0e59a36a-b9c1-4d7d-8048-22d3b1e574e8.jpg?v=1633104552,1,,false,,,,,,,,,,,,,,,,,kg,,2.60,active
mix-de-fruits-seches-bio-70g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_08f8a077-3335-4ee2-bd7f-7c6c8665d3ce.jpg?v=1633104552,2,,,,,,,,,,,,,,,,,,,,,,
banane-kankanbou-bio-1kg,Banane kankanbou bio 1kg,"Une variété de bananes côtelées de gros calibre, à cuire à l'eau ou en friture.",Kétar Adèle,,légume,"Bio, Catégorie_Légumes",false,Poids,1kg,,,,,"",0.0,shopify,934,deny,manual,3.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/a821e905-1b92-400c-a484-19bd532b68f7_7d14c8a6-9122-4cda-a816-bca8129fe438.jpg?v=1602983755,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
chadek-pamplemousse-peyi-bio-1kg,"Chadek, Pamplemousse péyi bio 1 pièce","<p><span>Le chadek, plus doux et sucré que les autres variétés de pamplemousse, est parfait pour faire le plein d'énergie, il lutte aussi contre certaines infections. N'hésitez pas à l'incorporer à vos smoothies pour un coup de boost à n'importe quelle heure de la journée.</span></p>",Félix pognon,,fruit,"Bio, Catégorie_Fruits, chadek, Fruit, Pamplemousse",true,Poids,1 pièce,,,,,"",0.0,shopify,3,deny,manual,6.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Pamplemousse-jaune-HELENE-MARIASSOUCE-AGRICULTRICE-GRAB-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_057de067-fa30-4ca2-8a96-26add0764674.jpg?v=1608251846,1,,false,,,,,,,,,,,,,,,,,kg,,4.50,active
chadek-pamplemousse-peyi-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Pamplemousse-jaune-HELENE-MARIASSOUCE-AGRICULTRICE-GRAB-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_9ecba1e9-c9b8-43b9-8875-31cd47ca5f48.jpg?v=1608251846,2,Pamplemousse jaune bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
laitue-batavia-bio-1,Laitue batavia bio,"",Le Safoutier,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,1 à 2 têtes,,,,,"",0.0,shopify,970,deny,manual,2.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Laitue-batavia-bio-Martinique-Tonton-leon-tisgra-fond-saint-denis-agroecologie-fruit-panier-bio-martinique_fc87f1ff-a826-4467-9d08-49ebb67c24fd.jpg?v=1602630813,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
citron-vert-bio-500g,Lime de Tahiti (citron vert) bio 500g,"Introduit au 16e siècle par les espagnols, le citron est maintenant indissociable de la cuisine martiniquaise. En assaisonnement avec le jus et en pâtisserie avec le zeste, il ne devrait rester que les pépins à planter.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/ferme-morne-capot"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,Frais,Thème fruit,false,Poids,500g,,,,,"",0.0,shopify,908,deny,manual,2.70,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Citron-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_e48a0913-7fc3-4da6-9b62-23a7a5aa4235.jpg?v=1601944296,1,,false,,,,,,,,,,,,,,,,,kg,,1.75,active
citron-vert-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Citron-vert-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_5cb74b16-6530-46c3-b3d4-af487f351d36.jpg?v=1601944296,2,Citron vert bio Background,,,,,,,,,,,,,,,,,,,,,
thym-bio-50g,Thym frais bio 50g,"",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, neem, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,Bouquet de 50g,,,,,"",0.0,shopify,0,deny,manual,2.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2020-10-12at17.48.27.jpg?v=1602546158,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
thym-bio-50g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/i92251.jpg?v=1602546057,2,,,,,,,,,,,,,,,,,,,,,,
thym-bio-50g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/thym-bienfaits-2_622fd32b5827c475023c0c6569836c09.jpg?v=1602546057,3,,,,,,,,,,,,,,,,,,,,,,
banane-figue-pomme-1kg,Banane figue pomme 1kg,"Une excellente variété de banane desserte, à la forme courte et boudinée, parfaite à emporter pour un encas.",Thierry Jean,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,1kg,,,,,"",0.0,shopify,789,deny,manual,3.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/telechargement_7_05017d6b-d165-4a8c-9c18-2fc70d1c37de.jpg?v=1637635551,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
banane-figue-pomme-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/figuespommes_4d03e405-ab69-4219-911f-deac4365bdee.jpg?v=1637635551,2,,,,,,,,,,,,,,,,,,,,,,
giraumon-bio-1kg-2,Giraumon bio 1kg (à la coupe),"",Thierry Jean,,fruit,"Bio, Catégorie_Fruits, Fruit, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,1kg à la coupe,,,,,"",0.0,shopify,264,deny,manual,4.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Giraumon-bio-Martinique-Helene-mariassouce-livraison-panier-bio-martinique-ecologie_48e94e6b-1812-45f7-a7a5-4b54e14a7392.jpg?v=1601940661,1,,false,,,,,,,,,,,,,,,,,kg,,2.80,active
copie-de-oignon-peyi-bio-100g,Brisée fraîche 100g,"",Ferme Bontemps Lacour,,épice,"Bio, Catégorie_Plantes, Plante",false,Poids,Bouquet de 100g,,,,,"",0.0,shopify,935,deny,manual,1.30,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_ea730e5e-0d49-461a-81ab-2dbc30f74920.jpg?v=1601921945,1,,false,,,,,,,,,,,,,,,,,kg,,0.80,active
copie-de-ramboutan-bio-250g,Ramboutan bio 250g,"",Boulikibio,,fruit,"",false,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,4.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/ramboutan_09b1e160-854f-4fd4-8e39-f8afc9cd4a3a.jpg?v=1601912485,1,,false,,,,,,,,,,,,,,,,,kg,,3.38,active
copie-de-ramboutan-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/1eaccac4-120b-4f18-9384-2d547e4da557_04cfbc15-193b-4d98-8962-bd01fd6d0004.jpg?v=1601912485,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-ramboutan-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/22838971-frais-ramboutan_9fedf995-f531-4440-9bdb-ab675502bfa2.jpg?v=1601912485,3,,,,,,,,,,,,,,,,,,,,,,
avocat-fuerte-bio-petit-calibre,Avocat Tonish bio 1kg,"<p>Les avocats de la ferme agroécologique du Prêcheur sont directement alimentés par l'eau des sources de la Montagne Pelée, ce qui leur donne une saveur particulière.</p>
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/la-ferme-agroecologique-precheur"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Ferme du Prêcheur,,légume,"avocat, Bio, Catégorie_Légumes, ferme du precheur, Fruit, Pierre-gilles, Producteurs_Ferme du Prêcheur, Prêcheur",false,Poids,2 ou 3 pièces,,,,,"",0.0,shopify,15,deny,manual,5.30,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Avocat-bio-ferme-agroecologique-precheur-pierre-gilles-iman-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone-ta-nou_e08055c0-2cea-41dc-a5cd-77d568b5ae43.jpg?v=1601762970,1,,false,,,,,,,,,,,,,,,,,kg,,3.50,active
avocat-fuerte-bio-petit-calibre,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/avocat-5-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_54fba6e4-36c5-4e57-a8c9-8d85d2b2f043.jpg?v=1601762970,2,Avocat bio 500g Background,,,,,,,,,,,,,,,,,,,,,
mangue-kent-bio-500g,Mangue Kent bio 500g,"",Thierry Jean,,fruit,"Bio, Catégorie_Fruits, Fruit, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,1.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/366389.jpg?v=1601423872,1,,false,,,,,,,,,,,,,,,,,kg,,1.00,active
mangue-kent-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/kent-sur-arbre4-320x212.jpg?v=1601423840,2,,,,,,,,,,,,,,,,,,,,,,
merise-bio-500g,Merise bio 250g,"",Thierry Jean,,Frais,"Bio, Catégorie_Fruits, Fruit, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,250g,,,,,"",0.0,shopify,5,deny,manual,1.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_cded2cb0-675a-498f-a02c-2cb50bf61e77.jpg?v=1607282448,1,,false,,,,,,,,,,,,,,,,,kg,,1.25,active
merise-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/unnamed_ddbe2d89-e55d-48b5-98a0-94e9aa74df31.jpg?v=1607282448,2,,,,,,,,,,,,,,,,,,,,,,
piment-despelette-bio-250g,Piment d'espelette bio 250g,"",Thierry Jean,,épice,"Bio, Catégorie_Épices, curcuma, Producteurs_Thierry Jean, st joseph, Thierry jean, épice",false,Poids,250g,,,,,"",0.0,shopify,961,deny,manual,3.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_90bca486-7076-4cf0-a882-296f4042dd55.jpg?v=1607282296,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
piment-despelette-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Piments-verts-doux-du-pays-basque.jpg?v=1607282296,2,,,,,,,,,,,,,,,,,,,,,,
tisane-orthosiphon-bio-sachet-de-15g,Tisane orthosiphon bio sachet de 15g,"<p> </p>
<div class=""box-produits"">
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Herboristerie créole,,tisane,"Bio, Catégorie_Plantes, citronnelle, gros Morne, herboristerie créole, Plante, Rémi asensio, tisane",true,Poids,15g,,,,,"",0.0,shopify,8,deny,manual,9.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/tisane-orthosiophon-herboristerie-creole-www.nabao_.fr-1-600x465.png?v=1601424641,1,,false,,,,,,,,,,,,,,,,,kg,,6.22,active
copie-de-corossol-bio,Corossol bio 1 pièce (gros calibre),"",Le Safoutier,,fruit,"Bio, Catégorie_Fruits, Fruit",false,Poids,2kg environ,,,,,"",0.0,shopify,1,deny,manual,8.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/corossol-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_74c602a1-0b2e-42b2-b628-800c653ec108.jpg?v=1601325023,1,,false,,,,,,,,,,,,,,,,,kg,,6.00,active
copie-de-corossol-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/corossol-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_48761fa2-2694-452f-bafa-7da3001a38ba.jpg?v=1601325023,2,Corossol bio Background,,,,,,,,,,,,,,,,,,,,,
laitue-feuilles-de-chene-rouge-bio-1-tete,Laitue feuille de chêne verte bio,"",Le Safoutier,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,1 à 2 têtes,,,,,"",0.0,shopify,976,deny,manual,2.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_1651_1.jpg?v=1642183765,1,,false,,,,,,,,,,,,,,,,,kg,,1.80,active
laitue-feuilles-de-chene-rouge-bio-1-tete,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_b51b5811-f738-4b97-8a96-bf02aa439635.jpg?v=1642183765,2,,,,,,,,,,,,,,,,,,,,,,
laitue-feuilles-de-chene-rouge-bio-1-tete,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/feuille-de-chene.jpg?v=1642183765,3,,,,,,,,,,,,,,,,,,,,,,
copie-de-haricot-vert-bio-500g-1,[PROMO] Haricot vert bio 500g,"Ce légume tendre et facile à cuisiner est un réel atout santé, en particulier pour la croissance des enfants. Il se déguste cuit en accompagnement de protéines: viande rouge, viande blanche, oeuf ou encore un avocat.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/tonton-leon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Le Safoutier,,légume,"Bio, Catégorie_Légumes, haricots verts, Légume",false,Poids,500g,,,,,"",0.0,shopify,15,deny,manual,3.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/NEW-haricot-vert-tonton-leon-fond-saint-denis-panier-livraison-domicile-martinique-bio-agriculture-local_86fb6d0a-921e-4e3e-9a83-47f767c1bc7a.jpg?v=1621529384,1,,false,,,,,,,,,,,,,,,,,kg,,2.25,active
copie-de-haricot-vert-bio-500g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_598836f6-421c-4f2b-a5c1-7e53aab4165a.jpg?v=1621529384,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-haricot-vert-bio-500g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-haricot-vert-tonton-leon-fond-saint-denis-panier-livraison-domicile-martinique-bio-agriculture-local_bbc7ef32-5864-4430-ba00-5205d265a29e.jpg?v=1607282773,3,Haricot vert bio 500g Background,,,,,,,,,,,,,,,,,,,,,
